Department,NO,Name,Credit,Description,is_fall,is_spring,is_summer
ANSC,621,Issues in the Equine Industry,3,Integration of cumulative knowledge acquired in the equine science curriculum to demonstrate critical thinking and communication skills to address critical issues in the equine industry. Prerequisite: Approval of instructor or enrollment in master of equine industry management program.,FALSE,TRUE,FALSE
ANSC,623,Precision Diet Formulation,3,"Theoretical and applied principles associated with precision feeding and diet formulation to optimize nutrient requirements; optimization using least-cost formulation, ingredient inventory, farm and feed mill management, and nutrient management of non-ruminants (poultry, swine, horse, and fish) and ruminant animals (beef and dairy). Prerequisite: POSC 411 or ANSC 318. Cross Listing: POSC 625/ANSC 623.",FALSE,TRUE,FALSE
ANSC,624,Mammalian Developmental Genetics,3,Genetic control of developmental pathways responsible for pattern formation and morphogenesis in mammals; genetic networks and genome organization; significance of genetic regulatory networks as a source of evolutionary diversity. Prerequisites: GENE 301 or GENE 320/BIMS 320; BICH 410/411 or equivalent.,TRUE,FALSE,FALSE
ANSC,627,Carcass Composition and Quality,3,Survey of scientific literature regarding carcass composition; quality and palatability of meat animals; factors that affect differences among animals of the same specie; impact on value and usefulness. Prerequisite: Graduate classification.,FALSE,TRUE,FALSE
ANSC,628,Animal Breeding,3,"Concepts from Mendelian, population and quantitative genetics; heritability, selection response, selection criteria, selection index, genetic relationship, inbreeding, mating systems, hybrid vigor and genetic-environmental interaction applied to livestock breeding and to production systems; interactions between genetics and nutrition, reproduction, production and management for both established concepts and recent trends emphasized according to special interests of students. Prerequisite: ANSC 305 or POSC 414.",FALSE,TRUE,FALSE
ANSC,630,Reproductive Biology I,4,"Embryological, physiological, hormonal, cellular and molecular mechanisms involving the endocrine and reproductive systems of mammals; emphasis on domestic livestock, rodents and humans; current theories evaluated and discussed using information from recent scientific publications. Prerequisites: ANSC 433; BICH 411 or equivalent.",TRUE,FALSE,FALSE
ANSC,631,Reproductive Biology II,4,"Embryological, physiological, hormonal, cellular and molecular mechanisms involving the endocrine and reproductive systems of mammals; emphasis on domestic livestock, rodents and humans; current theories evaluated and discussed using information from recent scientific publications. Prerequisite: ANSC 630 or approval of instructor.",FALSE,TRUE,FALSE
ANSC,637,"Food Safety: Policy, Regulations and Issues",3,"Designed to explore the complexities of the regulations governing the production of foods of animal origin in the United States; requirements for countries importing products into the United States; federal, state and local requirement will be addressed. Prerequisites: ANSC/FSTC 457/ANSC 457/657 or approval of instructor.",FALSE,TRUE,FALSE
ANSC,647,Technology of Meat Processing and Distribution,3,"Quantitative and qualitative characteristics of meat and meat products as related to food technology processing operations; manufacturing, preservation, packaging and merchandising. Cross Listing: FSTC 647/ANSC 647.",TRUE,FALSE,FALSE
ANSC,657,Hazard Analysis and Critical Control Point System,3,"Examination of the Hazard Analysis and Critical Control Point (HACCP) principles specifically related to meat and poultry; microbiological and process overviews; good manufacturing practices (GMP) and standard operating procedures (SOP) development; team-building and implementation into industry operations. This class is designed for the production of food and fulfills the training requirements of USDA's HACCP regulation for meat and poultry (9 CFR Part 417), and FDA's HACCP regulations for fish and fishery products (21 CFR Part 123 and 1240) and for juice (21 CFR Part 120). Cross Listing: FSTC 657/ANSC 657.",TRUE,FALSE,FALSE
ANSC,667,Industrial Processed Meat Operations,3,"Application of scientific principles and business practices to manufactured meat products; interrelationships among marketing, manufacturing, product development, regulatory compliance and quality assurance in commercial processed meat operations. Prerequisite: Approval of instructor. Cross Listing: FSTC 667/ANSC 667.",FALSE,TRUE,FALSE
ANSC,685,Directed Studies,4,"Advanced studies in animal science problems and procedures. Problems assigned according to experience, interest and needs of individual student. Prerequisite: Approval of department head.",TRUE,TRUE,FALSE
ANSC,687,Sensory Evaluation of Foods,3,"Application of sensory science principles and practices to food systems including an understanding of discriminative, descriptive and consumer sensory techniques. Prerequisite: CHEM 222 or CHEM 228. Cross Listing: FSTC 687/ANSC 687.",FALSE,TRUE,FALSE
ANSC,689,Special Topics in...,4,Special topics in an identified area of animal science. May be repeated for credit. Prerequisite: Approval of department head.,TRUE,TRUE,TRUE
ANSC,697,"Applied Microbiology for Foods of Animal Origin: Processing, Sanitation and Sanitary Design",3,"Application of basic food microbiology knowledge and principles to food production processes and products: sources of microbiological contamination and their impact on food safety and spoilage; application of sanitary design and validation; testing and auditing to monitor and trouble-shoot the process. Prerequisites: DASC 326/FSTC 326, FSTC 326/DASC 326 or FSTC 606/DASC 606 or equivalent. Cross Listing: FSTC 697/ANSC 697.",FALSE,TRUE,TRUE
ANTH,201,Introduction to Anthropology,3,"(ANTH 2346, HUMA 2323) Introduction to Anthropology.   An introduction to the discipline of anthropology through the examination of its four sub-fields: archaeology, physical anthropology, sociocultural anthropology and linguistics.",TRUE,TRUE,TRUE
ANTH,202,Introduction to Archaeology,3,"(ANTH 2302) Introduction to Archaeology.   An introduction to the study of the human past through the retrieval, analysis, and interpretation of material remains.",TRUE,TRUE,FALSE
ANTH,204,Peoples and Cultures of the Ancient World,3,Explores the development of human societies and world prehistory from the beginnings of humanity more than two million years ago to emergence of complex civilizations.,TRUE,TRUE,FALSE
ANTH,205,Peoples and Cultures of the World,3,Survey of human cultures around the world using case studies of customs and cultural organization; case studies exemplifying contrasting types of cultures and societies.,TRUE,TRUE,TRUE
ANTH,210,Social and Cultural Anthropology,3,"(ANTH 2351) Social and Cultural Anthropology.   Evolution of cultures; differences, similarities and effects of material and non-material culture on economic, social and political organization.",TRUE,TRUE,FALSE
ANTH,225,Introduction to Biological Anthropology,3,"Study of human biology including an examination of evolutionary processes acting on human populations; human genetics; non-human primate anatomy, classification and ecology of primates; the primate paleontological record, and human variation and adaptation. Concurrent registration in ANTH 226 recommended.",TRUE,TRUE,TRUE
ANTH,226,Introduction to Biological Anthropology Laboratory,1,"Exploration of basic evolutionary principles through population genetics; hands-on exposure to the fossils of primate and human evolution along with opportunity to measure, compare, contrast and observe trends that have occurred throughout the Cenozoic era. Concurrent registration in ANTH 225 is recommended.",TRUE,TRUE,FALSE
ANTH,229,Introduction to Folklore,3,"Study of folklore through selected examples of traditional cultures, their beliefs, customs and art forms such as: tales, folksongs, proverbs, riddles and material culture.",TRUE,TRUE,FALSE
ANTH,300,Cultural Change and Development,3,Anthropological strategies for the study of cultural change and the implication of these strategies for the development of Western and non-Western societies.,TRUE,TRUE,FALSE
ANTH,301,Indians of North America,3,"Native North American cultures from the Arctic to Mesoamerica; their origins, cultures prior to extensive acculturation and their contemporary situations.",FALSE,TRUE,FALSE
ANTH,302,Archaeology of North America,3,"Overview of archaeology and prehistory of North America from the arrival of humankind through the development of agriculture to Euro-American contact. Prerequisite: ANTH 201, ANTH 202, ANTH 205 or ANTH 210.",TRUE,FALSE,FALSE
ANTH,303,Archaeology of the American Southwest,3,"Overview of archaeology and prehistory of the southwestern United States and northern Mexico from the earliest evidence of human occupation to the Spanish conquest. Prerequisite: ANTH 201, ANTH 202, ANTH 205 or ANTH 210.",TRUE,FALSE,FALSE
ANTH,305,Fundamentals of Anthropological Writing,1,Basic types of writing expected of anthropology students; emphasis on the subject matter of an upper-division anthropology course in which the student is currently enrolled. Prerequisites: Junior or senior classification and co-enrollment in another upper-division anthropology course (the 'companion course').,TRUE,TRUE,FALSE
ANTH,312,Fossil Evidence of Human Evolution,3,Detailed review of fossil antecedents of humans including theoretical implications for an understanding of human evolution. Prerequisite: ANTH 225 or approval of instructor.,TRUE,TRUE,FALSE
ANTH,313,Historical Archaeology,3,"Use and methods of historical archaeology in locating, documenting, restoring and preserving our historical resources.",TRUE,TRUE,FALSE
ANTH,314,Agrarian Peasant Societies,3,Major adaptations among traditional agricultural peoples of the world; production and marketing organization; culture of the village; ties between peasants and the nation; contemporary changes in traditional life.,TRUE,FALSE,FALSE
ANTH,316,Nautical Archaeology,3,"Nautical Archaelogy   Underwater shipwrecks, sunken harbors, and other submerged evidence of human activities; relationship to cultural geography in general; problems of diving technology, surveying and preservation; relevance to modern problems.  Prerequisite:  Junior or senior classification.",TRUE,TRUE,FALSE
ANTH,317,Introduction to Biblical Archaeology,3,Application of archaeology in biblical research; basic overview of the material cultures that are the setting for the biblical narratives. Cross Listing: RELS 317/ANTH 317.,FALSE,TRUE,FALSE
ANTH,318,Nautical Archaeology of the Americas,3,"Seafaring in the Americas from the 16th to the 20th centuries based on shipwreck archaeology; ship construction, exploration, commerce, naval warfare and related activity; influence of seafaring on the cultures, economics and history of the Western Hemisphere.",FALSE,TRUE,FALSE
ANTH,323,Nautical Archaeology of the Mediterranean,3,The archaeology of ancient seafaring in the Mediterranean from the Stone Age through the Roman Empire. Prerequisite: Junior or senior classification.,FALSE,TRUE,FALSE
ANTH,324,Music in World Cultures,3,"Examination of music from an ethnomusicological perspective focusing on musical performance and the complex interrelationship of music to culture, society and daily life; examination of music from a variety of cultures through a series of case studies. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: MUSC 324/ANTH 324.",TRUE,TRUE,FALSE
ANTH,330,Field Research in Anthropology,9,Training for students in formulating and solving anthropological problems through field research; problem oriented field research under supervision. Prerequisites: 6 hours of anthropology; approval of instructor.,FALSE,FALSE,TRUE
ANTH,335,Cultures of Central Asia,3,Study of anthropological research in Central Asia: ecological adaptations; colonialism and post-colonialism; ethnic politics and ethnic conflict; religion and identity; gender and family; globalization and modernization. Prerequisite: Junior or senior classification. Cross Listing: ASIA 335/ANTH 335.,TRUE,FALSE,FALSE
ANTH,340,Folklore and the Supernatural,3,"Traditional expressions of the supernatural such as superstition, belief tale and divination classified as folklore genres and their relationships to the cultures in which they develop; theories drawn from anthropology, folklore and related social sciences. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: RELS 340/ANTH 340.",TRUE,TRUE,FALSE
ANTH,353,Archaeology of Ancient Greece,3,"Archaeology of ancient Greece from the Stone Age until the ascent of Rome in the Hellenistic Period; remains of ancient Greek art (sculpture, mosaic, painting), architecture (temples, homes, civic structures), religion (figurines, votive offerings), and social history (coins, inscriptions). Prerequisite: Junior or senior classification. Cross Listing: CLAS 353/ANTH 353.",TRUE,FALSE,FALSE
ANTH,354,Archaeology of Ancient Italy,3,"Archaeology of ancient Italy from the Stone Age until the collapse of the Roman Empire in the fourth century; remains of ancient Etruscan and Roman art (sculpture, mosaic, painting), architecture (temples, homes, civic structures), religion (figurines, votive offerings), and social history (coins, inscriptions). Prerequisite: Junior or senior classification. Cross Listing: CLAS 354/ANTH 354.",FALSE,TRUE,FALSE
ANTH,360,Ancient Civilizations of the World,3,"Explores recent discoveries and efforts by archaeologists to understand the rise and fall of states and civilizations that emerged in the Near East, Africa, India, Europe, China, Mesoamerica, and Peru between 3500 BCE and 1500 CE. Prerequisite: Junior or senior classification.",TRUE,TRUE,FALSE
ANTH,401,Ice Age Humans in North America,3,"Archaeological, environmental and geological evidence related to the timing of human entry into the Americas and megafaunal extinctions at the end of thePleistocene. Prerequisite: ANTH 202 or equivalent.",FALSE,TRUE,FALSE
ANTH,402,Archaeological Artifact Conservation,4,"Analysis of the treatments for artifacts of clay, stone, glass, wood, shell, bone, fiber and metal from archaeological excavations or ethnographic, and historic collections presented in an integrated series of lectures and hands-on laboratory experience. Prerequisite: Junior or senior classification or approval of instructor.",FALSE,TRUE,FALSE
ANTH,403,Anthropology of Religion,3,"Anthropological approach to religion and to the relationship between religion, economics, politics and social structure with particular reference to non-Western, preindustrial societies. Cross Listing: RELS 403/ANTH 403.",TRUE,TRUE,FALSE
ANTH,409,"Science, Pseudoscience and Critical Thinking in Anthropology",3,"Close scrutiny of fantastic claims made across a broad spectrum of media regarding anthropology, biological anthropology and archaeology; distinction of science from pseudoscience; critical evaluation of scientific and pseudoscientific research; evaluation of media portrayal of science; development of critical thinking skills for skeptical investigation of extraordinary claims. Prerequisite: Junior or senior classification or approval of instructor.",FALSE,TRUE,FALSE
ANTH,410,Anthropological Theory,3,A systematic examination of the basic principles of anthropology. Prerequisite: ANTH 210.,FALSE,TRUE,TRUE
ANTH,412,Archaeological Theory,3,"History of scientific archaeological exploration; major theoretical paradigms and movements in archaeological theory; current trends in archaeology; intellectual developments from other disciplines that influenced archaeological thought. Prerequisites: Junior or senior classification, ANTH 202 or approval of instructor.",TRUE,TRUE,FALSE
ANTH,415,Anthropological Writing,3,"Reading and discussion of the classic genres of anthropological literature; instruction in writing styles and techniques appropriate to each genre, followed by guided writing assignments. Prerequisite: Junior or senior classification.",TRUE,TRUE,TRUE
ANTH,418,"Romans, Arabs, and Vikings--Seafaring in the Mediterranean during the early Christian Era",3,"Examination of seafaring, maritime commerce, naval affairs, and shipbuilding in the Mediterranean from the late Roman Period until the fall of Constantinople in 1453. Prerequisite: Junior or senior classification.",TRUE,TRUE,FALSE
ANTH,423,Bioarchaeology,3,"Role of human skeletal studies in reconstructing the biological and cultural past of humans; evidence gleaned from human skeletal remains recovered from archaeological sites such as data regarding diet, health, genetics and migration.  Prerequisites: ANTH 225; junior or senior classification.",TRUE,TRUE,FALSE
ANTH,424,"Human Evolutionary Ecology I: Culture, Cooperation and Subsistence",3,"Examines evolutionary perspective to explore culture, cooperation and sociality, and subsistence behaviors across a wide variety of human cultures; part of the Human Evolutionary Ecology series along with ANTH 434.",FALSE,TRUE,FALSE
ANTH,425,Human Osteology,3,"Concepts and methods used by anthropologists to identify, describe and analyze human skeletal remains from forensic and archaeological contexts. Prerequisites: ANTH 225 or VIBS 305; junior or senior classification.",TRUE,TRUE,FALSE
ANTH,426,Anthropology of Food and Nutrition,3,"Anthropological study of human foodways and their nutritional consequences; how environmental, biological and cultural factors interact to produce patternsof food intake, and the effects of such patterns on health, growth and fertility; examples drawn primarily from non-Western societies. Prerequisite: ANTH 201 or ANTH 210 or ANTH 225 or NUTR 202 or approval of instructor.",FALSE,TRUE,FALSE
ANTH,427,Human Variation,3,"Biological basis of variation in the physical features of modern humans; details of anatomical and physiological differences of living populations to understand their adaptive and historical significance; history of human variation studies rooted in the historical notion of 'race.' Prerequisites: ANTH 225, BIOL 214 or 225; junior or senior classification.",TRUE,TRUE,FALSE
ANTH,434,Human Evolutionary Ecology II: Reproduction and Parenting,3,"Evolutionary ecology perspective on family-formation patterns, sexuality, reproduction and parenting of humans throughout the life course and across different cultures; part of a Human Evolutionary Ecology series along with ANTH 424. Prerequisites: Junior or senior classification; ANTH 201, ANTH 205, or ANTH 424.",TRUE,TRUE,FALSE
ANTH,439,"Gender, Ethnicity and Class in Archaeological Research",3,"Exploration of theoretical and methodological issues in engendering archaeology; ideological biases in the interpretation of roles attributed to women, men, and underrepresented groups in the past; the impact of cultural transformation on underrepresented groups and gender relations; and the formulation of research questions concerning these issues. Prerequisites: ANTH 202, ANTH 210, WGST 200 or WGST 207/SOCI 207; junior or senior classification or approval of instructor. Cross Listing: WGST 439/ANTH 439.",TRUE,FALSE,FALSE
ANTH,440,Studies in Globalization,3,"Selected issues on the anthropology of globalization such as the impact of global circulations of media, money and people on local cultures, identities and politics, migration and political economy. May be taken three times for credit. Prerequisites: Junior or senior classification or approval of instructor.",TRUE,TRUE,FALSE
ANTH,444,Classical Archaeology,3,"History of the discipline through the individuals, organizations, excavations, theoretical models and ethical issues that have shaped it. Prerequisites: Junior or senior classification; ANTH 353/CLAS 353, ANTH 354/CLAS 354, CLAS 353/ANTH 353 or CLAS 354/ANTH 354. Cross Listing: CLAS 444/ANTH 444.",TRUE,FALSE,FALSE
ANTH,445,Studies in African Diaspora,3,"Examination of topics related to global African diaspora including African descent populations outside of Africa wherever found (the Americas, the Caribbean, Europe, Asia, etc.); construction of blackness in Latin America; diversity of past and present African descent populations in the Old World; social and political mobilization; religion; popular culture; cultural politics; politics of identity. May be taken three times for credit. Prerequisite: Junior or senior classification.",TRUE,FALSE,FALSE
ANTH,447,Lithic Artifact Analysis,3,"Laboratory-based course reviewing methods archaeologists use to analyze stone tools and debitage, including identification of tool-stone sources, reconstruction of technology, explanation of assemblage variability, and microscopic use-wear analysis. Prerequisite: ANTH 202 and approval of instructor; junior or senior classification.",FALSE,TRUE,FALSE
ANTH,461,Environmental Archaeology,3,"Exploration of the paleoecological context in which past humans interacted with the natural environment encompassing plants, animals and landscape; advanced method, theory and applications in paleoenvironmental reconstruction. Prerequisites: ANTH 202 or approval of instructor; junior or senior classification.",FALSE,TRUE,FALSE
ANTH,485,Directed Studies,9,For individual research in anthropology on subjects not included in established courses. Prerequisite: Junior or senior clasification or approval of instructor.,FALSE,TRUE,TRUE
ANTH,489,Special Topics in...,4,Selected topics in an identified area of anthropology. May be repeated for credit.,TRUE,TRUE,TRUE
ANTH,601,Biological Anthropology,3,"Survey of the field of biological anthropology covering the principles of evolution, human evolution, human adaptation, human variation, primate diversity and evolution, osteology and bioarchaeology.",TRUE,FALSE,FALSE
ANTH,602,Archaeological Methods and Theory,3,Development of archaeology as a discipline; methods and theories used in archaeology for reconstructing cultural history and cultural process.,FALSE,TRUE,FALSE
ANTH,603,Seafaring Life and Maritime Communities,3,"Employs primary and scholarly sources to examine the social organization, work routines, living conditions, and material culture of mariners between 1450 and 1950; broader trends in maritime communities and global seafaring are also investigated. Prerequisite: Approval of instructor.",TRUE,FALSE,FALSE
ANTH,604,Cultural Method and Theory,3,Survey of the theoretical concepts used in anthropology and how to construct models used in cultural and social anthropology.,TRUE,FALSE,FALSE
ANTH,605,Conservation of Archaeological Resources I,4,Fundamentals and applications of artifact conservation techniques in archaeology. Prerequisite: Knowledge of basic chemistry and physics recommended.,TRUE,FALSE,FALSE
ANTH,606,Conservation of Archaeological Resources II,4,Comprehensive study of techniques used in the identification and conservation of metal and wooden artifacts. Prerequisite: ANTH 605.,FALSE,TRUE,FALSE
ANTH,607,Historical Archaeology,3,Past and present theoretical positions and research strategies in historical archaeology. Prerequisite: ANTH 313 recommended.,FALSE,TRUE,FALSE
ANTH,608,Skills in Maritime Archaeology,3,"Themes and tools of maritime archaeology;  topics include remote sensing and mapping as wells as interpreting, recording and storing data used in maritime archaeological surveys. Prerequisites: Graduate classification; approval of instructor.",FALSE,TRUE,FALSE
ANTH,610,Outfitting and Sailing the Wooden Ship 1400-1900,3,"Archaeological and historical sources to exam the outfitting and sailing of wooden ships between 1400 and 1900, a period popularly known as the 'Age of Sail'; emphasis on two aspects that are of particular interest to the nautical archaeologist. Prerequisites: Approval of instructor; graduate classification.",TRUE,TRUE,FALSE
ANTH,611,Nautical Archaeology,3,Introduction to the history and theoretical basis of nautical archeology as a discipline; fundamental concepts in nautical science relevant to the history of seafaring; key developments in the history of seafaring. Prerequisites: Approval of instructor and graduate classification.,TRUE,FALSE,FALSE
ANTH,612,Preclassical Seafaring,3,"Seafarers and watercraft of the ancient Near East and Mediterranean until ca. 700 B.C. Types of watercraft used, routes, cargoes, voyages of exploration and economics of maritime trade.",FALSE,TRUE,FALSE
ANTH,614,Books and Treatises on Shipbuilding,3,Examines a group of theoretical books of shipbuilding from the early 15th to the early 19th century; an overview of the theory and conceptual models with which ships were designed and built from the Renaissance to the 19th century. Prerequisite: ANTH 616.,TRUE,FALSE,FALSE
ANTH,615,History of Shipbuilding Technology,3,"Design and construction of preserved and excavated sailing ships, the expertise of their builders and technology involved in ancient and early shipbuilding. Prerequisite: Approval of instructor.",TRUE,FALSE,FALSE
ANTH,616,Research and Reconstruction of Ships,3,"Techniques of recording and interpreting excavated ships; preservation of hulls; ship drafting, modeling, lofting, testing and other methods used in the research and/or reconstruction of ships. Prerequisite: Approval of instructor.",TRUE,TRUE,FALSE
ANTH,617,Conservation III--Preservation of Organic Materials,3,"Advanced and experimental methods of organic artifact conservation; emphasis on composite artifacts, gamma radiation polymerization, scanning electron microscope evaluation of artifacts and preservation of traditionally difficult to conserve artifacts. Prerequisite: ANTH 605.",FALSE,TRUE,FALSE
ANTH,622,Folklore Forms and Methods,3,"Introduction to major genres of folklore, various theories and approaches employed by researchers, and specialized resource materials in the humanities and social sciences. Prerequisites: Graduate classification in liberal arts and approval of instructor.",FALSE,TRUE,FALSE
ANTH,624,Geoarchaeology,3,Application of geological concepts and methods to archaeological research; history of geoarchaeology; site formation processes; modification of archaeological sites and sediments; landscape reconstruction and change and their effects on human behavior. Prerequisite: ANTH 602 or equivalent. Cross Listing: GEOG 687/ANTH 624.,TRUE,FALSE,FALSE
ANTH,625,Zooarchaeology,4,"Analysis of animal bones from archaeological sites; inference of how prehistoric peoples hunted, domesticated and used animals. Prerequisite: Basic knowledge of zoology and archaeology.",TRUE,FALSE,FALSE
ANTH,627,Human Paleonutrition,3,"Evaluation of past human diets and subsistence patterns from the perspective of research in archaeology, zooarchaeology, ethnobotany, bioarchaeology and cultural anthropology. Prerequisite: 6 hours of advanced courses in anthropology or approval of instructor.",FALSE,TRUE,FALSE
ANTH,628,New World Seafaring,3,"Cultural history of seafaring in the Western Hemisphere from the fifteenth century to the present; ship types and their uses; harborworks, commerce, naval warfare, sailing routes, maritime practices. Prerequisites: ANTH 615 and ANTH 616 or approval of instructor.",FALSE,TRUE,FALSE
ANTH,629,Post-Medieval Seafaring,3,"Cultural history of European seafaring from the fifteenth century to the early twentieth century; ship types and their uses, shipping routes and cargoes, maritime technology and economic institutions, seafaring practices, and naval warfare. Prerequisites: ANTH 615 and ANTH 616 or approval of instructor.",FALSE,TRUE,FALSE
ANTH,630,Human Evolutionary Ecology,3,"Evolutionary ecology of human behavior and culture, including habitat choice and use of space, time allocation, resource acquisition and allocation, sex and reproduction, altruism and cooperation and the coevolution of genes and culture. Prerequisite: Graduate classification.",FALSE,TRUE,FALSE
ANTH,633,Deep Submergence Archaeology,3,"Addresses issues in the new field of deep submergence archaeology by examining the discipline's history, technologies, specific case studies of ship wrecks in deep water and related topics. Students will interact with leaders in the field via video conferencing and visiting lecturers. Prerequisite: Approval of instructor.",FALSE,TRUE,FALSE
ANTH,634,Palynology,4,"Principles and techniques used in palynology, pollen morphology, ontogeny, biochemistry, dispersion and preservation; role of palynology as a research tool in plant taxonomy agriculture, medicine, paleobotany and anthropology.",FALSE,TRUE,FALSE
ANTH,636,Computer Graphics in Archaeology,3,"Focuses on the acquisition, manipulation, and presentation of archaeological data and images; a variety of state-of-the-art technologies will be employed to develop professional desktop publications, slide and digital presentations, electronic publications and images. Prerequisite: Graduate classification.",FALSE,TRUE,FALSE
ANTH,637,Paleoethnobotany,4,"Interrelationship between plants and humans from prehistoric times to present, theoretical and methodological use of botany as a research tool for the understanding of cultural systems.",FALSE,TRUE,FALSE
ANTH,638,Proposal Writing in Anthropology,3,"Workshop class designed to assist advanced doctoral students in writing research grant proposals to fund their dissertation projects. Students will craft their own NSF-style Dissertation Improvement proposals, should be prepared to accept constructive criticism of their work, and to offer it on the work of their classmates. Prerequisites: G8 standing and approval of instructor.",TRUE,TRUE,FALSE
ANTH,639,"Gender, Ethnicity, and Class in Archaeological Research",3,"Explores theoretical and methodological issues in engendering archaeology; ideological biases in the interpretation of roles attributed to women, men and underrepresented groups in the past; the impact of cultural transformations on underrepresented groups and gender relations; and how to formulate research questions concerning these issues. Prerequisite: Graduate classification. Cross Listing: WGST 639/ANTH 639.",TRUE,FALSE,FALSE
ANTH,640,Anthropological Ethics and Professionalism,3,Codes of professional ethics applicable to excavation and preservation of archaeological sites; ethnographic fieldwork and professional relationships with colleagues and informants; professional protocols for publication and presentation of research results. Prerequisites: Graduate classification in anthropology and approval of instructor.,TRUE,FALSE,FALSE
ANTH,641,Applied Anthropology,3,"Theory, ethics and practical applications of anthropological methods and concepts as they relate to planned programs of socio-cultural change.",FALSE,TRUE,FALSE
ANTH,642,Research Design in Anthropology,3,"Research design used by anthropologists to develop sampling strategies, test hypotheses and compile quantitative data. Prerequisite: ANTH 602.",TRUE,FALSE,FALSE
ANTH,644,Classical Archaeology,3,"History of the discipline through the individuals, organizations, excavations, theoretical models and ethical issues that have shaped it. Prerequisite: Graduate classification.",TRUE,FALSE,FALSE
ANTH,647,Lithic Artifact Analysis,3,"Laboratory-based course reviewing methods archaeologists use to analyze stone tools and debitage, including identification of tool-stone sources, reconstruction of technology, explanation of assemblage variability, and microscopic use-wear analysis. Prerequisite: Graduate classification and approval of instructor.",TRUE,FALSE,FALSE
ANTH,649,Origin and Evolution of the Genus Homo,3,"Survey of the human fossil record with a focus on Plio-Pleistocene specimens assigned to our own genus, Homo; provides an overarching picture of the evolutionary history of humans after the Australopithecines and reviews theoretical issues that have influenced our understanding of the evolution of Homo sapiens. Prerequisite: Graduate classification or approval of instructor.",TRUE,FALSE,FALSE
ANTH,651,Pleistocene Prehistory of Northeast Asia and Alaska,3,"Survey of the Ice-Age paleoenvironments, prehistory and paleoanthropology of Siberia, China, Japan, and Bering Land Bridge area, especially in the context of human colonization of the region and origins of the first Americans. Prerequisite: Graduate classification.",FALSE,TRUE,FALSE
ANTH,652,First American Archaeology,3,"Survey of past frontiers in First American studies important to the peopling of the Americas: review of the archaeology, geology, and dating of early sites in North, Middle, and South America; human migration hypotheses; biological evidence; and late Quaternary environmental factors. Prerequisite: Approval of instructor.",TRUE,FALSE,FALSE
ANTH,654,Archaeological Photography,3,Instruction on how to better use cameras in the process of reporting archaeological sites and material culture by exploring old and new photographic technologies. Prerequisite: Graduate classification.,TRUE,FALSE,FALSE
ANTH,660,Field Archaeology,2,"Field instruction in the methods of archaeological excavations; recovery and cataloging of cultural, floral and faunal remains; and interpretation of these data. Locations of the field course will vary according to site. Field trips required. May be taken more than once but not to exceed 8 hours of credit toward an MA degree and not to exceed 12 hours of credit toward a PhD degree. Prerequisite: ANTH 602 or equivalent.",FALSE,FALSE,TRUE
ANTH,685,Directed Studies,2,Directed individual study of selected problems in anthropology. Prerequisite: Approval of instructor.,FALSE,TRUE,FALSE
ANTH,689,Special Topics in...,2,Selected topics in an identified area of anthropology. May be repeated for credit. Prerequisite: Approval of instructor.,TRUE,TRUE,FALSE
ARAB,101,Beginning Arabic I,4,"(ARAB 1411, 1511) Beginning Arabic I.   Introduction to Modern Standard Arabic in its written and spoken forms; emphasis on conversation, rudimentary vocabulary, simple grammar, and reading.",TRUE,FALSE,TRUE
ARAB,102,Beginning Arabic II,4,"(ARAB 1412, 1512) Beginning Arabic II.   Introduction of more complex grammatical constructions; vocabulary building; emphasis on putting acquired vocabulary and grammar to conversational use. Prerequisite: ARAB 101 or equivalent.",FALSE,TRUE,TRUE
ARAB,201,Intermediate Arabic I,3,"(ARAB 2311) Intermediate Arabic I.   Practice of listening, speaking, and writing skills; vocabulary building; discussion of topics related to daily life and general aspects of Arab culture. Prerequisite: ARAB 102 or equivalent.",TRUE,FALSE,TRUE
ARAB,202,Intermediate Arabic II,3,"(ARAB 2312) Intermediate Arabic II.   Emphasis on comprehending printed material, perfecting pronunciation, and attending to more complex grammar; discussion of topics holding general and professional interest; knowledge of Arab culture and history. Prerequisite: ARAB 201 or equivalent.",FALSE,TRUE,TRUE
ARAB,221,Introduction to Arabic Language and Society,3,"Examination of critical linguistic issues in the Arab world from a sociolinguistic perspective, including language and religion; language and power; language and nationalism; and language and education. Prerequisite: Approval of instructor.",FALSE,TRUE,TRUE
ARAB,285,Directed Studies,4,"Individual supervision of readings or assigned projects in an Asian Language, selected for each student individually; written or oral reports. Prerequisite: Approval of Arabic and Asian Language Office Director.",FALSE,FALSE,TRUE
ARAB,289,Special Topics in...,4,Selected topics in an identified area of Arabic studies. May be repeated for credit. Prerequisite: Approval of instructor.,FALSE,FALSE,TRUE
ARAB,301,Reading and Composition,3,"Advanced Arabic grammar and readings of average difficulty and of different genres, including literary and journalistic texts and other culturally-enriched materials in order to develop awareness of cultural products, perspectives, and practices found in the Arab world. Prerequisites: ARAB 202; junior or senior classification or approval of instructor.",TRUE,FALSE,TRUE
ARAB,302,Reading and Composition II,3,"Readings of average difficulty and of different genres, including literary and journalistic texts and other culturally-enriched materials; development of writing skills with emphasis on grammatical constructions; expansion of vocabulary and oral expression. Prerequisites: ARAB 301; junior or senior classification or approval of instructor.",FALSE,TRUE,FALSE
